image_path,mask_path,heat,particle_id,image_h,image_w,image_area,particle_area,particle_area_fraction,bbox_x,bbox_y,bbox_w,bbox_h,bbox_aspect,bbox_extent,particle_mean_intensity,particle_std_intensity,particle_min_intensity,particle_max_intensity,phase_1_area,phase_1_area_fraction_image,phase_1_area_fraction_particle,phase_1_mean_intensity,phase_1_std_intensity,phase_1_min_intensity,phase_1_max_intensity,phase_1_num_regions,phase_1_largest_region_area,phase_2_area,phase_2_area_fraction_image,phase_2_area_fraction_particle,phase_2_mean_intensity,phase_2_std_intensity,phase_2_min_intensity,phase_2_max_intensity,phase_2_num_regions,phase_2_largest_region_area,phase_3_area,phase_3_area_fraction_image,phase_3_area_fraction_particle,phase_3_mean_intensity,phase_3_std_intensity,phase_3_min_intensity,phase_3_max_intensity,phase_3_num_regions,phase_3_largest_region_area,total_phase_regions,SN,inclusion,type,class,label_match
./Heat 1 images/imgs/00014.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00014_phase_mask.png,1,14,128,128,16384,14554,0.8883056640625,0,0,128,128,1.0,0.8883056640625,222.09062800604644,19.057919756879794,116,255,1036,0.063232421875,0.0711831798818194,170.98166023166024,16.05350163105072,116,193,53,969,7054,0.4305419921875,0.4846777518208053,216.4122483697193,7.849187903405188,194,226,107,6704,6464,0.39453125,0.4441390682973753,236.478650990099,6.955581465751584,228,255,122,5867,282,1-14,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/00015.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00015_phase_mask.png,1,15,128,128,16384,1132,0.069091796875,48,52,39,37,1.054054054054054,0.7844767844767845,34.629858657243815,33.05100874605745,0,128,578,0.0352783203125,0.5106007067137809,9.31833910034602,8.65360152692167,0,25,5,570,349,0.02130126953125,0.3083038869257951,42.232091690544415,11.362508169409706,27,67,9,340,205,0.01251220703125,0.181095406360424,93.05365853658536,16.821358339064286,68,128,2,204,16,1-15,1.0,oxide,CA,matched
./Heat 1 images/imgs/00018.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00018_phase_mask.png,1,18,128,128,16384,275,0.01678466796875,58,70,20,20,1.0,0.6875,36.53090909090909,52.75757549301168,0,159,178,0.0108642578125,0.6472727272727272,1.3202247191011236,5.692863258882368,0,34,1,178,50,0.0030517578125,0.1818181818181818,70.02,20.06837312788458,38,100,7,27,47,0.00286865234375,0.1709090909090909,134.25531914893617,17.201519088170592,104,159,13,11,21,1-18,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/00019.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00019_phase_mask.png,1,19,128,128,16384,356,0.021728515625,37,67,22,21,1.0476190476190477,0.7705627705627706,28.275280898876403,36.898015478741,0,119,221,0.01348876953125,0.6207865168539326,3.085972850678733,6.322897595905907,0,24,1,221,77,0.00469970703125,0.2162921348314606,48.11688311688312,13.464695564648908,26,71,5,50,58,0.0035400390625,0.1629213483146067,97.91379310344828,13.17950928231818,74,119,7,24,13,1-19,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/00020.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00020_phase_mask.png,1,20,128,128,16384,750,0.0457763671875,63,62,30,30,1.0,0.8333333333333334,37.06933333333333,34.518794777467086,0,136,284,0.017333984375,0.3786666666666666,4.415492957746479,6.604781620155991,0,21,11,270,330,0.0201416015625,0.44,40.58787878787879,11.747075911483508,23,68,7,296,136,0.00830078125,0.1813333333333333,96.72058823529412,18.17022903497342,70,136,5,64,23,1-20,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/00021.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00021_phase_mask.png,1,21,128,128,16384,916,0.055908203125,52,53,33,36,0.9166666666666666,0.7710437710437711,37.67139737991266,32.80630082819248,0,129,367,0.02239990234375,0.4006550218340611,7.245231607629428,8.85793555076815,0,25,13,344,419,0.02557373046875,0.4574235807860262,45.097852028639615,11.797717111279214,27,72,6,338,130,0.0079345703125,0.1419213973799126,99.63076923076925,16.826781977430397,74,129,6,68,25,1-21,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/00023.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00023_phase_mask.png,1,23,128,128,16384,330,0.0201416015625,68,57,18,27,0.6666666666666666,0.6790123456790124,32.06060606060606,40.49619465395325,0,121,188,0.011474609375,0.5696969696969697,1.148936170212766,3.5549110376052253,0,18,1,188,58,0.0035400390625,0.1757575757575757,42.293103448275865,12.437441555142051,22,68,8,18,84,0.005126953125,0.2545454545454545,94.17857142857144,15.42814428421065,71,121,3,43,12,1-23,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/00024.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00024_phase_mask.png,1,24,128,128,16384,1541,0.09405517578125,29,59,50,41,1.2195121951219512,0.7517073170731707,43.0064892926671,30.014704757698453,0,146,646,0.0394287109375,0.4192083062946138,16.151702786377708,12.388895277735047,0,34,24,581,701,0.04278564453125,0.4548994159636599,51.91298145506419,10.981744147463134,36,75,18,548,194,0.0118408203125,0.1258922777417261,100.24742268041236,15.636680988192344,77,146,18,58,60,1-24,1.0,sulfide,CaS,matched
./Heat 1 images/imgs/00025.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00025_phase_mask.png,1,25,128,128,16384,837,0.05108642578125,44,67,37,31,1.1935483870967742,0.7297297297297297,47.20669056152927,38.0190049081891,0,131,305,0.01861572265625,0.3643966547192354,6.645901639344262,9.059323134895694,0,28,9,294,300,0.018310546875,0.3584229390681003,49.85,11.904935951108683,30,73,6,281,232,0.01416015625,0.2771804062126642,97.11206896551724,16.16257466672042,74,131,10,164,25,1-25,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/00026.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00026_phase_mask.png,1,26,128,128,16384,400,0.0244140625,55,60,27,19,1.4210526315789471,0.7797270955165692,32.135,37.64029456579743,0,127,220,0.013427734375,0.55,3.1772727272727272,6.386806843242761,0,23,2,219,97,0.00592041015625,0.2425,44.47422680412371,12.89537021010938,25,68,3,66,83,0.00506591796875,0.2075,94.46987951807228,15.46651053658372,70,127,9,37,14,1-26,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/00027.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00027_phase_mask.png,1,27,128,128,16384,546,0.0333251953125,39,55,26,27,0.9629629629629628,0.7777777777777778,36.6007326007326,38.53861960330829,0,126,299,0.01824951171875,0.5476190476190477,6.424749163879599,9.163154525424838,0,30,2,298,151,0.00921630859375,0.2765567765567766,54.23841059602649,13.661813464641844,31,77,1,151,96,0.005859375,0.1758241758241758,102.84375,13.36298379619986,79,126,8,29,11,1-27,1.0,oxide,Al2O3,matched
./Heat 1 images/imgs/00028.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00028_phase_mask.png,1,28,128,128,16384,824,0.05029296875,45,55,33,32,1.03125,0.7803030303030303,34.737864077669904,32.76603918073064,0,130,368,0.0224609375,0.4466019417475728,7.154891304347826,8.168765272373896,0,23,12,330,320,0.01953125,0.3883495145631068,40.98125,11.93941574942007,25,67,6,284,136,0.00830078125,0.1650485436893204,94.68382352941175,15.650456771140217,69,130,8,97,26,1-28,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/00029.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00029_phase_mask.png,1,29,128,128,16384,275,0.01678466796875,56,78,19,19,1.0,0.7617728531855956,37.407272727272726,54.59518411843319,0,170,186,0.0113525390625,0.6763636363636364,2.134408602150537,6.916413307296303,0,37,1,186,42,0.0025634765625,0.1527272727272727,81.66666666666667,17.73571412589737,47,108,10,10,47,0.00286865234375,0.1709090909090909,137.4468085106383,16.950250748962198,115,170,12,12,23,1-29,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/00030.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00030_phase_mask.png,1,30,128,128,16384,605,0.03692626953125,50,63,32,25,1.28,0.75625,31.694214876033055,35.02009882773379,0,129,374,0.0228271484375,0.6181818181818182,8.29144385026738,9.612440777523297,0,28,1,374,130,0.0079345703125,0.2148760330578512,49.20769230769231,13.419100138262255,30,72,14,66,101,0.00616455078125,0.1669421487603306,95.81188118811882,15.441177346539025,73,129,10,38,25,1-30,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/00033.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00033_phase_mask.png,1,33,128,128,16384,559,0.03411865234375,67,75,27,27,1.0,0.766803840877915,32.92307692307692,35.69989432663996,0,120,301,0.01837158203125,0.5384615384615384,5.3754152823920265,7.678458903961973,0,24,4,298,147,0.00897216796875,0.2629695885509839,43.795918367346935,11.871728708319964,26,68,10,123,111,0.00677490234375,0.1985688729874776,93.22522522522524,14.867998577684569,70,120,8,37,22,1-33,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/00034.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00034_phase_mask.png,1,34,128,128,16384,242,0.0147705078125,45,63,20,17,1.1764705882352942,0.711764705882353,17.59917355371901,32.14096789922178,0,109,184,0.01123046875,0.7603305785123967,1.0,3.4875555161546705,0,20,1,184,23,0.00140380859375,0.0950413223140495,42.869565217391305,10.967558278558306,23,65,11,4,35,0.00213623046875,0.1446280991735537,88.25714285714285,11.79186852306733,67,109,13,8,25,1-34,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/00035.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00035_phase_mask.png,1,35,128,128,16384,290,0.0177001953125,61,65,19,19,1.0,0.8033240997229917,25.106896551724137,37.157525167528384,0,123,198,0.0120849609375,0.6827586206896552,1.9545454545454544,5.629374128286084,0,27,1,198,48,0.0029296875,0.1655172413793103,54.4375,13.48595913348398,31,75,9,20,44,0.002685546875,0.1517241379310344,97.29545454545456,14.039845158195858,77,123,10,11,20,1-35,1.0,other,other,matched
./Heat 1 images/imgs/00036.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00036_phase_mask.png,1,36,128,128,16384,1224,0.07470703125,40,49,44,36,1.2222222222222223,0.7727272727272727,54.09477124183007,45.88897697654858,0,148,553,0.03375244140625,0.451797385620915,11.546112115732369,10.916009622469469,0,33,2,542,287,0.01751708984375,0.2344771241830065,56.74216027874565,15.614131884192563,35,85,16,171,384,0.0234375,0.3137254901960784,113.390625,15.166730160982018,86,148,2,383,20,1-36,1.0,oxide,oth-oxide,matched
./Heat 1 images/imgs/00037.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00037_phase_mask.png,1,37,128,128,16384,774,0.0472412109375,41,66,33,30,1.1,0.7818181818181819,34.19121447028424,33.640708779030696,0,126,369,0.02252197265625,0.4767441860465116,7.016260162601626,8.081546183970202,0,23,4,365,261,0.01593017578125,0.3372093023255814,40.52873563218391,11.9319646172551,25,65,9,114,144,0.0087890625,0.1860465116279069,92.34027777777776,17.63525635168103,67,126,7,57,20,1-37,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/00038.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00038_phase_mask.png,1,38,128,128,16384,14709,0.89776611328125,0,0,128,128,1.0,0.89776611328125,223.49275953497855,14.690272226740934,123,255,1790,0.1092529296875,0.1216942008294241,198.0418994413408,14.423131978073524,123,208,902,340,7683,0.46893310546875,0.5223332653477463,219.6869712351946,5.559004733076475,209,228,63,7443,5236,0.319580078125,0.3559725338228295,237.77788388082504,6.558788023322133,230,255,459,1539,1424,1-38,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/00041.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00041_phase_mask.png,1,41,128,128,16384,320,0.01953125,46,80,30,16,1.875,0.6666666666666666,42.171875,56.352505126075584,0,220,188,0.011474609375,0.5875,1.7659574468085106,5.606655490167313,0,27,1,188,57,0.00347900390625,0.178125,55.21052631578947,17.696998300440637,31,93,7,17,75,0.00457763671875,0.234375,133.54666666666665,25.7175910397706,96,220,9,21,17,1-41,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/00042.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00042_phase_mask.png,1,42,128,128,16384,470,0.0286865234375,52,67,25,25,1.0,0.752,37.97659574468085,41.64395035508763,0,129,247,0.01507568359375,0.5255319148936171,4.064777327935222,7.388842546785415,0,25,2,246,112,0.0068359375,0.2382978723404255,49.223214285714285,13.951900677882932,27,74,2,104,111,0.00677490234375,0.2361702127659574,102.09009009009009,15.09940011310607,76,129,2,83,6,1-42,1.0,oxide,oth-oxide,matched
./Heat 1 images/imgs/00043.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00043_phase_mask.png,1,43,128,128,16384,13957,0.85186767578125,0,0,128,128,1.0,0.85186767578125,223.4353371068281,15.356980442168082,128,255,849,0.05181884765625,0.0608296911943827,187.113074204947,16.54935669919039,128,201,393,197,7312,0.4462890625,0.5238948198036827,217.07590262582056,6.411351330344414,203,226,85,6957,5796,0.353759765625,0.4152754890019345,236.77864044168396,7.322066864072818,228,255,249,3705,727,1-43,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/00045.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00045_phase_mask.png,1,45,128,128,16384,944,0.0576171875,43,60,37,32,1.15625,0.7972972972972973,47.2478813559322,38.15365338598373,0,153,358,0.0218505859375,0.3792372881355932,8.388268156424582,10.18612139470942,0,30,9,348,368,0.0224609375,0.3898305084745763,52.28532608695652,13.057673152385798,32,77,3,366,218,0.0133056640625,0.2309322033898305,102.55963302752292,16.226850097462375,79,153,5,208,17,1-45,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/00046.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00046_phase_mask.png,1,46,128,128,16384,280,0.01708984375,41,64,19,18,1.0555555555555556,0.8187134502923976,22.74642857142857,34.283013100439376,0,117,188,0.011474609375,0.6714285714285714,1.4627659574468086,4.569056051368076,0,23,1,188,52,0.003173828125,0.1857142857142857,45.69230769230769,13.265830110502325,25,67,8,26,40,0.00244140625,0.1428571428571428,92.95,12.581633439263758,71,117,11,12,20,1-46,1.0,sulfide,CaS,matched
./Heat 1 images/imgs/00047.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00047_phase_mask.png,1,47,128,128,16384,442,0.0269775390625,44,74,27,25,1.08,0.6548148148148148,35.380090497737555,38.24516486153416,0,131,237,0.01446533203125,0.5361990950226244,4.206751054852321,7.815614900940198,0,27,3,235,117,0.00714111328125,0.2647058823529412,52.58119658119658,13.036594985831371,30,73,8,58,88,0.00537109375,0.1990950226244343,96.4659090909091,14.635688684324451,76,131,10,22,21,1-47,1.0,oxide,CA,matched
./Heat 1 images/imgs/00048.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00048_phase_mask.png,1,48,128,128,16384,722,0.0440673828125,41,56,31,30,1.0333333333333334,0.7763440860215054,42.81578947368421,41.62609751658008,0,134,357,0.02178955078125,0.4944598337950138,6.750700280112045,8.994055354649142,0,29,2,356,186,0.0113525390625,0.2576177285318559,53.45161290322581,13.632674324082572,31,78,2,184,179,0.01092529296875,0.2479224376731301,103.6927374301676,14.727335690097595,79,134,1,179,5,1-48,1.0,oxide,Al2O3,matched
./Heat 1 images/imgs/00050.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00050_phase_mask.png,1,50,128,128,16384,821,0.05010986328125,53,75,34,31,1.096774193548387,0.7789373814041746,33.84652862362972,32.47074318115296,0,125,368,0.0224609375,0.4482338611449452,6.478260869565218,7.788966919372395,0,22,5,361,307,0.01873779296875,0.3739342265529841,39.41042345276873,11.380062376384172,24,64,6,279,146,0.0089111328125,0.1778319123020706,91.13013698630137,16.40800994612673,66,125,7,94,18,1-50,1.0,other,other,matched
./Heat 1 images/imgs/00051.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00051_phase_mask.png,1,51,128,128,16384,272,0.0166015625,69,77,19,19,1.0,0.7534626038781164,25.676470588235293,37.601701767055,0,115,186,0.0113525390625,0.6838235294117647,1.903225806451613,5.815375460338771,0,26,1,186,40,0.00244140625,0.1470588235294117,56.5,14.44818327679989,31,75,12,13,46,0.0028076171875,0.1691176470588235,95.0,11.178395311453716,77,115,8,10,21,1-51,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/00052.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00052_phase_mask.png,1,52,128,128,16384,2045,0.12481689453125,48,43,51,76,0.6710526315789473,0.5276057791537667,73.15501222493887,45.581458617985525,0,244,703,0.04290771484375,0.3437652811735941,23.036984352773825,17.97069838872999,0,51,72,272,905,0.05523681640625,0.4425427872860635,81.81767955801105,15.80491975741101,56,107,35,332,437,0.02667236328125,0.2136919315403423,135.83981693363845,23.67189854541707,112,244,106,75,213,1-52,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/00054.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00054_phase_mask.png,1,54,128,128,16384,222,0.0135498046875,37,15,17,18,0.9444444444444444,0.7254901960784313,24.38738738738739,40.124619202519895,0,164,160,0.009765625,0.7207207207207207,2.03125,5.885811196215862,0,28,1,160,38,0.0023193359375,0.1711711711711711,60.3421052631579,15.044279059163063,34,85,11,8,24,0.00146484375,0.1081081081081081,116.5,20.96425529323663,90,164,8,6,20,1-54,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/00055.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00055_phase_mask.png,1,55,128,128,16384,981,0.05987548828125,41,78,39,34,1.1470588235294117,0.7398190045248869,46.82059123343527,34.65673264007312,0,133,311,0.01898193359375,0.3170234454638124,7.353697749196141,9.80207558038419,0,28,8,299,490,0.0299072265625,0.4994903160040774,51.912244897959184,12.206658147244823,30,76,2,484,180,0.010986328125,0.1834862385321101,101.15,16.14946679546349,78,133,7,96,17,1-55,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/00056.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00056_phase_mask.png,1,56,128,128,16384,973,0.05938720703125,21,48,38,36,1.0555555555555556,0.7112573099415205,34.52415210688592,35.89717361307838,0,128,587,0.03582763671875,0.6032887975334018,9.960817717206131,9.428661477270992,0,30,2,586,236,0.014404296875,0.2425488180883864,52.21186440677966,13.931948222332368,32,77,5,231,150,0.0091552734375,0.1541623843782117,102.82,13.70404806374136,79,128,9,68,16,1-56,1.0,oxide,Al2O3,matched
./Heat 1 images/imgs/00057.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00057_phase_mask.png,1,57,128,128,16384,14468,0.883056640625,0,0,128,128,1.0,0.883056640625,226.46751451479128,16.398458366986596,125,255,539,0.03289794921875,0.0372546309095935,166.99814471243042,16.161579657950604,125,192,8,516,5883,0.35906982421875,0.4066215095382914,218.31922488526263,6.993191313228123,193,226,277,3416,8046,0.4910888671875,0.556123859552115,236.409147402436,6.781496944938916,228,255,39,7974,324,1-57,1.0,oxide,Al2O3,matched
./Heat 1 images/imgs/00058.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00058_phase_mask.png,1,58,128,128,16384,1228,0.074951171875,45,59,40,38,1.0526315789473684,0.8078947368421052,40.98778501628664,31.987513045864,0,134,492,0.030029296875,0.4006514657980456,10.361788617886178,10.385809739992236,0,30,14,475,576,0.03515625,0.4690553745928338,50.35590277777778,10.691543251638604,32,75,9,515,160,0.009765625,0.1302931596091205,101.4375,15.98620010352679,77,134,15,65,38,1-58,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/00059.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_00059_phase_mask.png,1,59,128,128,16384,1186,0.0723876953125,54,56,39,41,0.951219512195122,0.7417135709818636,45.46627318718381,33.626697201692885,0,138,411,0.02508544921875,0.3465430016863406,8.666666666666666,10.334942186974745,0,31,7,405,602,0.0367431640625,0.5075885328836425,54.13787375415282,11.945026104417888,32,77,4,570,173,0.01055908203125,0.1458684654300168,102.71676300578036,15.655821533965293,79,138,10,76,21,1-59,1.0,oxy-sulfide,oxy-sulfide,matched
